Category	Species	Biomolecule name	Biomolecule ID	Disease name	Disease ontology	ICD-10 classification	Tissue	PubMed_ID	Interaction gene symbol	Expression direction	Experimental method	Experimental method classification	Throughput	Description	Reference title	Year
microRNA	Rattus norvegicus	rno-miR-200a	MIMAT0000874	Type II diabetes mellitus	DOID:9352	E11	liver	23576026	Ucp2/3/Adipor1/r2	upregulation	qRT-PCR	PCR	Low-throughput	pRLA treatment also modifies the hypothalamic miRNA expression profile at d28 leading to the upregulation of 34 miRNAs and the downregulation of four miRNAs. For quantitative RT-PCR confirmation, we show the upregulation of rno-miR-10a at d28 and rno-miR-200a, rno-miR-409-5p, and rno-miR-125a-3p following HFD challenge. Finally, pRLA treatment modifies the expression of genes involved in energy homeostasis control such as UCPs and AdipoRs. In pRLA rat muscle, Ucp2/3 and Adipor1/r2 are upregulated at d90. In liver, pRLA treatment upregulates Adipor1/r2 following HFD challenge. These genes are known to be involved in insulin resistance and type 2 diabetes.	Early leptin blockade predisposes fat-fed rats to overweight and modifies hypothalamic microRNAs.	2013
microRNA	Rattus norvegicus	rno-miR-409-5p	MIMAT0003204	Type II diabetes mellitus	DOID:9352	E11	liver	23576026	Ucp2/3/Adipor1/r2	upregulation	qRT-PCR	PCR	Low-throughput	pRLA treatment also modifies the hypothalamic miRNA expression profile at d28 leading to the upregulation of 34 miRNAs and the downregulation of four miRNAs. For quantitative RT-PCR confirmation, we show the upregulation of rno-miR-10a at d28 and rno-miR-200a, rno-miR-409-5p, and rno-miR-125a-3p following HFD challenge. Finally, pRLA treatment modifies the expression of genes involved in energy homeostasis control such as UCPs and AdipoRs. In pRLA rat muscle, Ucp2/3 and Adipor1/r2 are upregulated at d90. In liver, pRLA treatment upregulates Adipor1/r2 following HFD challenge. These genes are known to be involved in insulin resistance and type 2 diabetes.	Early leptin blockade predisposes fat-fed rats to overweight and modifies hypothalamic microRNAs.	2013
microRNA	Homo sapiens	hsa-miR-135a	MIMAT0000428	Diabetes mellitus	DOID:9351	E10-E14	skeletal muscle	23579070	IRS2	upregulation	microarray/Transfection Experiments	array;RNAi/knock down/transfection	Low-throughput	miR-135a levels were also found to be elevated in the human diabetic skeletal muscle.	miR-135a targets IRS2 and regulates insulin signaling and glucose uptake in the diabetic gastrocnemius skeletal muscle.	2013
microRNA	Homo sapiens	hsa-miR-96	MIMAT0000095	Type I diabetes mellitus	DOID:9744	E10	SK-Hep1 cells	23583389	IRS-1	upregulation	real-time qRT-PCR/Transfection Experiments	PCR;RNAi/knock down/transfection	Low-throughput	We analysed the genomic organisation of miR-153, a microRNA embedded in genes that encode two of the major type 1 diabetes autoantigens, islet-associated protein (IA)-2 and IA-2β.	The induction of miR-96 by mitochondrial dysfunction causes impaired glycogen synthesis through translational repression of IRS-1 in SK-Hep1 cells.	2013
microRNA	Mus musculus	mmu-miR-153	MIMAT0000163	Type I diabetes mellitus	DOID:9744	E10	pancreas/brain	23595248	-	upregulation	qPCR	PCR	Low-throughput	This study suggests the involvement of miR-153, IA-2β and miR-153 target genes in a regulatory network, which is potentially relevant to insulin and neurotransmitter release.	Co-regulation of intragenic microRNA miR-153 and its host gene Ia-2 β: identification of miR-153 target genes with functions related to IA-2β in pancreas and brain.	2013
microRNA	Homo sapiens	hsa-miR-1	MIMAT0000416	Aging	-	-	heart	23595377	-	upregulation	real-time qPCR	PCR	Low-throughput	the expressions of microRNAs-1, -21, and -29 was significantly increased in the old group in AF; contrastingly, the expressions of microRNA-133 showed obvious downregulation tendency.	Changes in microRNAs expression are involved in age-related atrial structural remodeling and atrial fibrillation.	2013
microRNA	Homo sapiens	hsa-miR-133	-	Aging	-	-	heart	23595377	-	downregulation	real-time qPCR	PCR	Low-throughput	the expressions of microRNAs-1, -21, and -29 was significantly increased in the old group in AF; contrastingly, the expressions of microRNA-133 showed obvious downregulation tendency.	Changes in microRNAs expression are involved in age-related atrial structural remodeling and atrial fibrillation.	2013
microRNA	Homo sapiens	hsa-miR-21	MIMAT0000076	Aging	-	-	heart	23595377	-	upregulation	real-time qPCR	PCR	Low-throughput	the expressions of microRNAs-1, -21, and -29 was significantly increased in the old group in AF; contrastingly, the expressions of microRNA-133 showed obvious downregulation tendency.	Changes in microRNAs expression are involved in age-related atrial structural remodeling and atrial fibrillation.	2013
microRNA	Homo sapiens	hsa-miR-29	MIMAT0000086/MIMAT0000100/MIMAT0000681	Aging	-	-	heart	23595377	-	upregulation	real-time qPCR	PCR	Low-throughput	the expressions of microRNAs-1, -21, and -29 was significantly increased in the old group in AF; contrastingly, the expressions of microRNA-133 showed obvious downregulation tendency.	Changes in microRNAs expression are involved in age-related atrial structural remodeling and atrial fibrillation.	2013
microRNA	Homo sapiens	hsa-miR-146a	MIMAT0000449	Type II diabetes mellitus	DOID:9352	E11	peripheral blood mononuclear cells	23616185	HbA1c	downregulation	real-time PCR	PCR	Low-throughput	The basal expression of miR-155 and miR-146a in patients with T2D was decreased compared to control subjects and associated with age, gender and metabolic control but not with the therapeutic treatment used.	Dysregulated miR-155 expression in peripheral blood mononuclear cells from patients with type 2 diabetes.	2013
microRNA	Homo sapiens	hsa-miR-155	MIMAT0000646	Type II diabetes mellitus	DOID:9352	E11	peripheral blood mononuclear cells	23616185	HbA1c	downregulation	real-time PCR	PCR	Low-throughput	Downregulated levels of miR-155 could play an important role in the pathogenesis of T2D due to their relationship with metabolic control.	Dysregulated miR-155 expression in peripheral blood mononuclear cells from patients with type 2 diabetes.	2013
microRNA	Homo sapiens	hsa-miR-208a	MIMAT0026474/MIMAT0000241	Hyperthyroidism	DOID:7998	E05	hyperthyroid group/heart	23623871	-	upregulation	RT-PCR	PCR	Low-throughput	Additionally, we demonstrated that like β-MHC, miR-208b was down-regulated in the hyperthyroid group. Similarly, like the expression of its host gene, α-MHC, miR-208a expression was up-regulated in response to hyperthyroidism.	MiRNA-208a and miRNA-208b are triggered in thyroid hormone-induced cardiac hypertrophy - role of type 1 Angiotensin II receptor (AT1R) on miRNA-208a/α-MHC modulation	2013
microRNA	Homo sapiens	hsa-miR-208b	MIMAT0026722/MIMAT0004960	Hyperthyroidism	DOID:7998	E05	hyperthyroid group/heart	23623871	-	downregulation	RT-PCR	PCR	Low-throughput	Additionally, we demonstrated that like β-MHC, miR-208b was down-regulated in the hyperthyroid group. Similarly, like the expression of its host gene, α-MHC, miR-208a expression was up-regulated in response to hyperthyroidism.	MiRNA-208a and miRNA-208b are triggered in thyroid hormone-induced cardiac hypertrophy - role of type 1 Angiotensin II receptor (AT1R) on miRNA-208a/α-MHC modulation	2013
microRNA	Mus musculus	mmu-miR-181	-	Aging	-	-	organ of Corti	23646144	-	downregulation	microarray/real-time PCR	array;PCR	Low-throughput	We showed that 111 and 71 miRNAs exhibited differential expression in the C57 and CBA mice, respectively, and that downregulated miRNAs substantially outnumbered upregulated miRNAs during aging. miRNAs that had approximately 2-fold upregulation included members of miR-29 family and miR-34 family, which are known regulators of pro-apoptotic pathways. In contrast, miRNAs that were downregulated by about 2-fold were members of the miR-181 family and miR-183 family, which are known to be important for proliferation and differentiation, respectively.	Identifying microRNAs involved in degeneration of the organ of corti during age-related hearing loss.	2013
microRNA	Mus musculus	mmu-miR-183	MIMAT0000212	Aging	-	-	organ of Corti	23646144	-	downregulation	microarray/real-time PCR	array;PCR	Low-throughput	We showed that 111 and 71 miRNAs exhibited differential expression in the C57 and CBA mice, respectively, and that downregulated miRNAs substantially outnumbered upregulated miRNAs during aging. miRNAs that had approximately 2-fold upregulation included members of miR-29 family and miR-34 family, which are known regulators of pro-apoptotic pathways. In contrast, miRNAs that were downregulated by about 2-fold were members of the miR-181 family and miR-183 family, which are known to be important for proliferation and differentiation, respectively.	Identifying microRNAs involved in degeneration of the organ of corti during age-related hearing loss.	2013
microRNA	Mus musculus	mmu-miR-29	MIMAT0000127/MIMAT0000535/MIMAT0000536	Aging	-	-	organ of Corti	23646144	Dnmt3a/Dnmt3b	upregulation	microarray/real-time PCR	array;PCR	Low-throughput	We showed that 111 and 71 miRNAs exhibited differential expression in the C57 and CBA mice, respectively, and that downregulated miRNAs substantially outnumbered upregulated miRNAs during aging. miRNAs that had approximately 2-fold upregulation included members of miR-29 family and miR-34 family, which are known regulators of pro-apoptotic pathways. In contrast, miRNAs that were downregulated by about 2-fold were members of the miR-181 family and miR-183 family, which are known to be important for proliferation and differentiation, respectively.	Identifying microRNAs involved in degeneration of the organ of corti during age-related hearing loss.	2013
microRNA	Mus musculus	mmu-miR-34	-	Aging	-	-	organ of Corti	23646144	CDK4/CDK6/Cyclin E2/MET/Bcl-2	upregulation	microarray/real-time PCR	array;PCR	Low-throughput	We showed that 111 and 71 miRNAs exhibited differential expression in the C57 and CBA mice, respectively, and that downregulated miRNAs substantially outnumbered upregulated miRNAs during aging. miRNAs that had approximately 2-fold upregulation included members of miR-29 family and miR-34 family, which are known regulators of pro-apoptotic pathways. In contrast, miRNAs that were downregulated by about 2-fold were members of the miR-181 family and miR-183 family, which are known to be important for proliferation and differentiation, respectively.	Identifying microRNAs involved in degeneration of the organ of corti during age-related hearing loss.	2013
microRNA	Mus musculus	mmu-miR-192	MIMAT0000517	Diabetic nephropathy	-	E14	glomeruli	23649518	Zeb2	upregulation	microarray/qRT-PCR	array;PCR	Low-throughput	Our results demonstrate for the first time a TGF-β-induced feedback amplification circuit between p53 and miR-192 related to the pathogenesis of DN(diabetic nephropathy), and that miR-192-knockout mice are protected from key features of DN.	Transforming growth factor-β-induced cross talk between p53 and a microRNA in the pathogenesis of diabetic nephropathy.	2013
microRNA	Homo sapiens	hsa-let-7b	MIMAT0000063	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	-	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-1225-3p	MIMAT0005573	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	ALAD/FANCA/TAT	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-1225-5p	MIMAT0005572	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	FAS	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-1228	MIMAT0005583	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	ALAD/FANCA/SLC34A1/TTC19	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-15a	MIMAT0000068	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	ALAD/FANCA/TAT	upregulation	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-451	MIMAT0001631	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	ABCB1/MIF	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-877	MIMAT0004949	Tyrosinemia	DOID:9275	E70	Serum/Lymphocytes	23649765	-	differential expression	microarray	array	High-throughput	Since miRNAs may have an active role in the enzymatic pathway of tyrosine catabolism, characterizing miRNA profile in fibroblasts of tyrosinemia patients is also important because miRNAs would have distinctive role in disease pathogenesis and they are promising for future.	microRNA profiling in lymphocytes and serum of tyrosinemia type-I patients.	2013
microRNA	Homo sapiens	hsa-miR-668	MIMAT0026636/MIMAT0003881	Wolfram syndrome	DOID:10632	E10	brain	23650218	WFS1	differential expression	real-time PCR	PCR	Low-throughput	Rare mutations in the WFS1 gene lead to Wolfram syndrome, a severe multisystem disorder with progressive neurodegeneration and diabetes mellitus causing life-threatening complications and premature death. … Among the 17 WFS1 SNPs, only the rs1046322, a putative microRNA (miR-668) binding site polymorphism showed significant association with psychological dimensions after correction for multiple testing.	Association of aggression with a novel microRNA binding site polymorphism in the wolframin gene.	2013
